timestamp,customer_id,recommended_ids,ground_truth_indexes,inventory_size
5181,40e82abc17d620fa9030d6b6bcd75737,da1803ed2ad613ea6a73ff460c7f9818|e3d3d95252bf8186c05a2762f44fbe4c|9fc3f450cfd1614fa4ca40273695ad33|e7467c571204a3637707d564515020b2|85c508b95adeca7f8c9c006dbc621abe|e3971c2a9a7ae36707cb191fb23eaf57|80df44e8daac1e02d850006ae2a9f8d1|bbe29184da5de3ebb2294949d2240563|1dfbaa3289b1d0a459e99cdde463a33d|aee688c9e1d00c81bbf104d8579d6a8d,837,1534
5189,d47f7ec01895d38f67e00eda080e905f,398358d393a7780951783f397bdba0e1|df0c5750f6685335b1876b79d6b81973|f1f9b1202b79f88192f9c25535704cae|ddbaceaeb848a50075aef63a0426b287|e3024969444f44456c89759c1a761dcc|7b23aba8829661e99e1f1f2bdc4793e3|87319f463d1506a076f9146176613ba7|da1803ed2ad613ea6a73ff460c7f9818|8ffb8b0000304550644fa2b3bd3487bf|da2766c124d3c969baf6d1af44b18cca,297|317|455|466|542|856|896|1037|1038|1083|1199|1211|1258|1380|1389|1456|1476,1540
5191,d47f7ec01895d38f67e00eda080e905f,f1f9b1202b79f88192f9c25535704cae|df0c5750f6685335b1876b79d6b81973|398358d393a7780951783f397bdba0e1|8033d6b59d9f56cad22168cec69b2d7a|52fb35c273b31ac10e96de936d9f9130|da2766c124d3c969baf6d1af44b18cca|8ffb8b0000304550644fa2b3bd3487bf|064ecbfa55d37dac8d7528d2879358f7|afd69831cb298b116863650d32133051|7b23aba8829661e99e1f1f2bdc4793e3,87|404|551|703|770|854|1064|1261|1446,1533
5197,d309e2790cee732a3b8efc14eb271e0b,54f53bd7c66c51f42e515f1404ca64c1|ff5ad449f8550191d96ca0eac53a3706|d70b9fb31ec96dca969897baa0e55d1e|fd660d8c900b3bd98f5490c13ca74afe|908c76e7a0e388df5300a7c88cd3fdff|993ec6d939e2673641d4566e77a94e7a|4143ec85083ce15749c4e74a872dba81|eb766a3dbb18ad776c9bf08d2d4a0325|569b652514c44f4b3635fc4bcb842cbc|066f853df8eed23d2837049c1090c80d,199,1528
5218,9ae6bb38ecf99b2c2c0cb9e3145a0184,19d923d0ac218437b4ab308dd60a66ad|f1f9b1202b79f88192f9c25535704cae|54f53bd7c66c51f42e515f1404ca64c1|df0c5750f6685335b1876b79d6b81973|3795293b6f8dc236a85ed10e394a893c|22467b05bc34a0b84375c93e8c9d8f0a|7696c713516992af0b44ec19b3820674|c9d9defbd2ce05d7ed5489b58879acb8|2cf47fbdb6fd6d8f9f41b7319fc21849|b481173defca4dd9d997dbe6c660f4a0,464|547|872|1086|1102|1188,1541
5221,0d6b46884dfcdc36e943250fe57d01e4,da1803ed2ad613ea6a73ff460c7f9818|8fb6811fbd6ed4f940a2db8feb2b2bfb|26a0e00853b9e601d6527c3a3675314e|d5537d825f35547c06f83acccac9fd2f|398358d393a7780951783f397bdba0e1|52fb35c273b31ac10e96de936d9f9130|e3024969444f44456c89759c1a761dcc|1bb16bac1e42613aa1e1bfc4bb541cd2|f1f9b1202b79f88192f9c25535704cae|ea79391b43dc4ee08806f0036d10af6b,112|132|226|820,1542
5222,bb97a661978bb434577ce278bf6c2f7b,8033d6b59d9f56cad22168cec69b2d7a|f1f9b1202b79f88192f9c25535704cae|f7a4ab14bef66d1a428865fddb417f4c|fe84bf3ace9c7d56e64835b2f376a8e8|740afd19504fff00a497504c6cfd22af|f940af3fe45841434368d3da59679270|5e26c2143fdad6f8bfee1f9cd594096e|3309eedc173b3fe35146fa5aa69058a0|12a4cba8ebe0ba7620090136833e68c8|3db7e94c1602a98345fcbc9782b92711,83|672|1246,1538
5238,ccafd0a981da63f5a4909221fad26e0c,f4ba133c280ee064397ac47b185130e5|fddf1ad72582ee165230179acefc38be|aa27ee786e01d511ae60b50961db4aaa|2e434ba445024567dc53fab905c84974|6a4249a6bd1dd4ce649e4e245b50cd63|cca8b07759c424eaf15efdac8b1b5695|c370d92aea40f499a177548d4a24790e|87f48c87fbae2fe8ef666b9421762d95|f1f9b1202b79f88192f9c25535704cae|12a4cba8ebe0ba7620090136833e68c8,254|1090,1544
5245,fac588ba30fce6853dc6af66b2154978,6cee286744fa0c567b9f67cd658b0cfd|fe84bf3ace9c7d56e64835b2f376a8e8|064ecbfa55d37dac8d7528d2879358f7|cfd85327ae7013d541c4788d0f0f075c|830f2c862ba78c76b627c99e2b7a375f|401e1d4fd733f010ac05db10ef31b2ee|0148850b9b0f1efe2c8dc11e67a174fb|17ab3e075ac2bfadeef0817a6a2289fd|b16c3e2c4447e45919d97f568a98c61e|57dd275cb13a482192a46c0cec61c09e,48|508|747|1002,1544
5247,e5de42aed3e5d5275931e530121a1cc1,fe84bf3ace9c7d56e64835b2f376a8e8|ddbaceaeb848a50075aef63a0426b287|2075d8360dc511ef73e0ea360cbbaf15|c803c59b0f011218481df6135f85d03c|4a8ad4c08d16e4fc14c73a93707425e6|9fc3f450cfd1614fa4ca40273695ad33|6cee286744fa0c567b9f67cd658b0cfd|262b29831e3d026ba4a83bedf661a094|e4ac536e11ce576315abe08654390f19|1b07784f27cc8b1888630bb5e3990b6b,1335,1539
5255,a614f601fce384276b8f4b2d4192483f,3b6e3acc9c4bc1a51efa4d75f911538b|50c1acc525416d346c3f62172a333b1a|e7467c571204a3637707d564515020b2|064ecbfa55d37dac8d7528d2879358f7|c9dae35a3d31a633638ef9b1413c0ac1|fe84bf3ace9c7d56e64835b2f376a8e8|73ba3d00d0e604ba8fc7cd3a250f484a|80df44e8daac1e02d850006ae2a9f8d1|9c8d0dcdd2a33382dd17230b3b2a922a|37622107e1765be55c866dc4abd2bed1,37|110|606|788|947,1541
5260,aca627a46f5e613298500b14d06fdc0d,80df44e8daac1e02d850006ae2a9f8d1|da1803ed2ad613ea6a73ff460c7f9818|d22ec56c318d403485e7cd374633dfd2|916cc98ed47417f91ad0b6bd7497dada|e3d3d95252bf8186c05a2762f44fbe4c|c90bf599ffe0fe18acd3d235e86beef1|b4ab0744528a684dde947a60d5552f22|a541dda6b5e2bd0e02cf0fc1454bb73d|8ea716920fef6eeb9d48be7cbd7dcd67|8fb6811fbd6ed4f940a2db8feb2b2bfb,278,1542
5270,0df5dbca3f2feb725c6a5d410d7b8617,f1f9b1202b79f88192f9c25535704cae|c6cecd8460ffebd5867ee70816c0580b|3795293b6f8dc236a85ed10e394a893c|9016c16e49a5aa4034de26c6a42f890d|4cc384d754ef56708c56edfab2cc2a3d|f2da5a185fd85ac2cbe502a1a4566748|b8e713cafe5fc07e0ec3b972f011dfb6|6abf60abe989158ab7dc9f0d15092ebe|2c629919e976be066779e0d7c3fe1eee|bc064f3e1c9b361bf40592168e6e9ea4,1332,1537
5281,676d13a6e4d4d2d26c9f9b13329f2070,2fdabf4faa798dd9c1fc8bd1835acd08|6d71af488f30a827d46921d58ea40ab2|f01e6cff93bd0b2fab22fb7f738bc8e8|bcac8f21df048ea7e00ce1c56cd0cdb6|8c6f22dcc05d6eebea1ee92e37b8e338|037cf9d7e76b8410337ec57210ea2701|09a4c2d95ef1af5edbca6507e32910f7|1a7d886379eb821f8b9cb77053820fce|fa563f1c4a312905feb91a227cabd312|1dedadd32019014467c4555e47c875bc,555|785,1545
5304,9ae6bb38ecf99b2c2c0cb9e3145a0184,f1f9b1202b79f88192f9c25535704cae|7696c713516992af0b44ec19b3820674|19d923d0ac218437b4ab308dd60a66ad|b481173defca4dd9d997dbe6c660f4a0|f2da5a185fd85ac2cbe502a1a4566748|df0c5750f6685335b1876b79d6b81973|3795293b6f8dc236a85ed10e394a893c|54f53bd7c66c51f42e515f1404ca64c1|b13725c23c77de73764a60e78dcd6440|2cf47fbdb6fd6d8f9f41b7319fc21849,512|515|755|1074|1153|1226,1530
5317,eb397bd9ec3df0c0f9c21767433efe4d,66289722529ad6d88aebb22e1e130f53|579365248adfae68aff02786eb6739e2|e3971c2a9a7ae36707cb191fb23eaf57|6abf60abe989158ab7dc9f0d15092ebe|1aa9f773012f7003c09434834b37c0c1|e3c81350348a01af1de74907f51b7396|a7c3dbec5a0e04d60e9e9889bc331ea7|884d8804a386616e8f924f354f501f93|61db7039129f98ea2bd91511efe44e52|87f48c87fbae2fe8ef666b9421762d95,1290|1480,1531
5323,5c4f43494a7fd09162707db51bbd8bc7,8033d6b59d9f56cad22168cec69b2d7a|14374a4362d8f94a9da9913c1f9cadf3|fe84bf3ace9c7d56e64835b2f376a8e8|3b1addd7c837a3e68bc661f68a88a133|c6788fdd1375e25ea5c5393d4819c7ea|cbdbfebfd2854f6333bd33bd54acd488|c90bf599ffe0fe18acd3d235e86beef1|398358d393a7780951783f397bdba0e1|9b36974ed001bb925b09ccbb5d307101|2acef8dc71d881f6b5e9bb7fcf037e94,110|206|541,1529
5325,a2435e0a1fc27151146347e83731c6bc,398358d393a7780951783f397bdba0e1|26a0e00853b9e601d6527c3a3675314e|aee688c9e1d00c81bbf104d8579d6a8d|8fb6811fbd6ed4f940a2db8feb2b2bfb|c90bf599ffe0fe18acd3d235e86beef1|cdd66e9fb1be7a6e1a9d0c504f644fbf|1bfe1b4d7f09cea8f5c91412f8c9edfb|ecfcf7a62f9bad825d8df8b2ed11340e|771d5861344ff55c04526d7b16150223|52fb35c273b31ac10e96de936d9f9130,9|275|407|604|706|1105|1253|1255|1341,1527
5328,a49664b8c0ac96bd4bf78e3f53bf81fb,6a169448b29b7bac7442e98b7f4930cf|59e81bebe0caa8de7b57024a036d6f0d|da1803ed2ad613ea6a73ff460c7f9818|9c8d0dcdd2a33382dd17230b3b2a922a|029e8819e90196660c4d8d4a8659a995|1745582676a2737fdd574a573f0ed4fc|f4ba133c280ee064397ac47b185130e5|4cc384d754ef56708c56edfab2cc2a3d|56f55ababd3a56c988bcacc3b637dfbe|ddbaceaeb848a50075aef63a0426b287,294|592,1520
5329,a49664b8c0ac96bd4bf78e3f53bf81fb,1aa9f773012f7003c09434834b37c0c1|c6788fdd1375e25ea5c5393d4819c7ea|ddbaceaeb848a50075aef63a0426b287|eb49ceec0b62c11c64570957120a4eab|fe6efbc11fbd55a2dc1b615be2d0d5e7|af6305ca1973ecedcaa289e8fa7d95b0|0ae462d13e43e80034aff68cd9b116f6|9fc3f450cfd1614fa4ca40273695ad33|2075d8360dc511ef73e0ea360cbbaf15|6abf60abe989158ab7dc9f0d15092ebe,713,1519
5332,9bb37e94a8fbf3d46df48dfad31c86ff,fddf1ad72582ee165230179acefc38be|8033d6b59d9f56cad22168cec69b2d7a|df0c5750f6685335b1876b79d6b81973|11e42fecc9c3f4d426a1ee23234425ea|f1f9b1202b79f88192f9c25535704cae|ab46c604ab43a35c48078a9fc31ce90a|ddbaceaeb848a50075aef63a0426b287|cec5cae873c7f9742b5dea0a1aa6902c|81bd8ffc2dfd4d0e302c810c6bcfa2a7|79956a34c55761323ca3de0453fb1e06,274|1047,1518
5335,8c17daa025917d323f4d493ccdc145e2,f1f9b1202b79f88192f9c25535704cae|da1803ed2ad613ea6a73ff460c7f9818|8033d6b59d9f56cad22168cec69b2d7a|7696c713516992af0b44ec19b3820674|2cf47fbdb6fd6d8f9f41b7319fc21849|740afd19504fff00a497504c6cfd22af|63f2f997a335572ba0b2c173ed006861|bc064f3e1c9b361bf40592168e6e9ea4|79956a34c55761323ca3de0453fb1e06|b8e713cafe5fc07e0ec3b972f011dfb6,977|1461,1514
5336,d5317d98510f334f249d0c27b7e0cda2,f6501677e59a3e670a0cfdc1e0d33430|3a40a75d25b8f29d5cd164290d7b163a|b26d968224461f0306b2ca2a02f80aac|63ab3692c4b0848121790c59ab8da57a|562780f0bf23f34c0f0c922b879c72e2|c6cecd8460ffebd5867ee70816c0580b|a845b1c252895204608ca63f5181358e|770dd6242d4e259aadfdd062b01d1194|89c5ea90178ea5ddc06efaea9faba0cd|e8fa2b9468801ac8789a0c3584e121e7,205|488|615|760|1236|1324|1423,1513
5341,77abd179d79c5f3863f8f34f15993c35,46950f030a3c902665c17a5923908e54|dd47d07d3f4565dd40b4cf0ae1c040f5|593d81b7948116dc6cf95545ad6e714f|37622107e1765be55c866dc4abd2bed1|7f74d0f9409ae6c59bfa30e4bd612ebb|590504e9988e57d16e8726583d75c75d|e2ea918d1ec2c1d34913742aa12c0d66|0483493166e3dcaa38ef2513cd9a0784|f1f9b1202b79f88192f9c25535704cae|b47a854387ff773805285a592d9fe060,275,1513
5345,356976b457949f0cadeaf0dfc9d116a4,da1803ed2ad613ea6a73ff460c7f9818|85dab6c3776a7e97d43943757ef86aef|16e8e70e47a04bb0a25c12f0ab71ae73|74fd69566985ccbd58e6c3c42fb3da46|dcaf7f8432574e0d48aa53e5a982c035|5960cd384d0cd066755912a2c293a551|a541dda6b5e2bd0e02cf0fc1454bb73d|ff5ad449f8550191d96ca0eac53a3706|c0934cef44423b4d843e931e21f6242d|3d7a3ae36e678a5b0c3ace22dc9a6deb,33|43|157|352|1085|1270|1272,1513
5349,07c1ad406e88f7f8f2101709137780a9,f1f9b1202b79f88192f9c25535704cae|e5c2f958dac5417d29ab9014ed010aff|5c2331ff95e7e7ae6cc7034c56c3bbb6|ce2e148c971b347c5ee5e399aee99e4c|85eab861c925f38a867043279f8f60f7|c0d6acadf2e3ef7734606b9e9e1cc67b|71d006cb4bd25c54c4de38c9d43f7333|7e9a2bf6206adf3db3535013f6d639f8|28e5850f560773baa2bccc28cdab65d9|3d7a3ae36e678a5b0c3ace22dc9a6deb,1062|1191,1509
5357,bb97a661978bb434577ce278bf6c2f7b,8033d6b59d9f56cad22168cec69b2d7a|f1f9b1202b79f88192f9c25535704cae|f7a4ab14bef66d1a428865fddb417f4c|f940af3fe45841434368d3da59679270|f0539bb6f38e1cb5c2af5e541544f5de|12a4cba8ebe0ba7620090136833e68c8|5e26c2143fdad6f8bfee1f9cd594096e|64f0903a0d061e65cbba96194dd4b1c9|e003d5f061193671c06ee3b77f97ed4f|9b84d371b682b4f2c7adf9ec714fb77b,93,1511
5362,533b20f3883bc90a906910d520e13e00,aeaffe3f0406e0daab26673c7c1b5ccc|aa091d676e5386aaf5c1fc5932b59096|5f465ac384387da46294ee1e95feb35f|6a169448b29b7bac7442e98b7f4930cf|7a883415906e24282c9ec2a74f14cb42|91d10710779719bbbb3c2a1e3064bc91|7d858fdf7ab7727cbd1a1822fe395f49|fd4df4cdc26d69263d8f9e7c061bfdb3|8d27c32b9857971072c179cf8d05f602|a77426071d248afad3839079cbb3343f,1348,1509
5365,0df5dbca3f2feb725c6a5d410d7b8617,bc064f3e1c9b361bf40592168e6e9ea4|17ab3e075ac2bfadeef0817a6a2289fd|f1f9b1202b79f88192f9c25535704cae|46950f030a3c902665c17a5923908e54|e3971c2a9a7ae36707cb191fb23eaf57|58103ba6ed349ff341d91ab371518d59|8033d6b59d9f56cad22168cec69b2d7a|8a12926f83ba4ebf32a1d9ade0b66f66|3795293b6f8dc236a85ed10e394a893c|2cf47fbdb6fd6d8f9f41b7319fc21849,467,1506
5369,3dd8be5cec796b05f0dda8c46c3e6180,aa90de66fde1889bb1db2f68906097b8|e2d77833c439a7fedb05a2ba3b5da2b0|aa091d676e5386aaf5c1fc5932b59096|5c2331ff95e7e7ae6cc7034c56c3bbb6|cf6765cee62cb56af9ae990aaa6b0264|ead17f6cd57d13c9bf15968c17e37628|6a169448b29b7bac7442e98b7f4930cf|1d08f0c28f7e1a814d92fc318a7548bb|5070b3383ae7cf57f0de547777440762|6cedde003288a4345953cc21cfeaecaf,623,1503
5371,be4694c16eb8f2e55fea7d27bd2cd1a8,dcaf7f8432574e0d48aa53e5a982c035|a541dda6b5e2bd0e02cf0fc1454bb73d|d22ec56c318d403485e7cd374633dfd2|f7a4ab14bef66d1a428865fddb417f4c|3f14ef15d1c1bdb3b7f19cdbdd6ef903|5070b3383ae7cf57f0de547777440762|7d858fdf7ab7727cbd1a1822fe395f49|9016c16e49a5aa4034de26c6a42f890d|f5a8d6ed5d7e91eaeb31a046c3e2aa47|4b7ce2d1083b653ec7b4fd56f93a12fd,210|755,1501
5373,9035c78cb6b243ffac331da0033b61de,401e1d4fd733f010ac05db10ef31b2ee|1121ff008aedc35bc94dc74c2e50e2b4|6cee286744fa0c567b9f67cd658b0cfd|f5dffcff0e1e7fa1be66ad34b6597657|46950f030a3c902665c17a5923908e54|8e2c2b96e8860e0c8c19eb7d331ccc63|9bcf54c63e79822df39e32516fffbebc|fda600be84b691c8aad6bfcafaa70020|4719c9d810d686d33571fd34857f76da|05688b2f7b54cb2560293202973d0532,536|1035|1125|1225,1500
5380,b9fd8a563f9b8f2a67e0295d3786479c,cd33486c32b6a56aa7160895725146e5|d5537d825f35547c06f83acccac9fd2f|3fb27d414952f4723b158d9ee3c929e4|ebd1b7c1e735ccb99ffc5654eca48b8b|390d5a28be6e9188b4d186bb48a65e11|58103ba6ed349ff341d91ab371518d59|945767c2ee3233522561af1f063fda69|eb94a2360994533b572d2cfc32b2fe0f|62167a5ea690f77ef2e2a24ce5b4d93a|5f043becaf0c8c29f1f22daf48bb81fb,174|1230|1465,1502
5381,b9c8151fbbbb3d7957f8f64c0ef1f28d,f1f9b1202b79f88192f9c25535704cae|81bd8ffc2dfd4d0e302c810c6bcfa2a7|6d9b8a1307a371a94a930589e2b539a0|ebd1b7c1e735ccb99ffc5654eca48b8b|5c2331ff95e7e7ae6cc7034c56c3bbb6|398358d393a7780951783f397bdba0e1|d9bdd32ccc02452e8c3862c0fbf36a90|0b4120583601fd6a02a1b6e500cfbdb1|22467b05bc34a0b84375c93e8c9d8f0a|c0d6acadf2e3ef7734606b9e9e1cc67b,1116,1501
5387,b2d228a2e93be640a32d5cfa3efd27b4,fd7d7f0054747562eec79f0d5a22b0a4|b4934e18192433b65fd45822fbc5568a|22ab353c06421e977a20aacef1de040f|54f53bd7c66c51f42e515f1404ca64c1|647bb86316b7ee0c588b9543e88c15da|e7467c571204a3637707d564515020b2|782b5b6f23085ae209c1ba6d96a8f86c|a56f5e89bf35524264a5b624157343a7|7a1e0ecab6f05cae7582b9caa82533b8|2139977ae91991eb27ff0372c707cc28,908|1303,1497
5391,56c57f5b7640693475ceb0bbc48d2ddd,8033d6b59d9f56cad22168cec69b2d7a|da1803ed2ad613ea6a73ff460c7f9818|f1f9b1202b79f88192f9c25535704cae|ddbaceaeb848a50075aef63a0426b287|ce2e148c971b347c5ee5e399aee99e4c|ab246c33e3a8cb8ac7a39b89433b0635|79956a34c55761323ca3de0453fb1e06|c82969f82489954c7ecd5609fa676cba|398358d393a7780951783f397bdba0e1|7d858fdf7ab7727cbd1a1822fe395f49,648|1402,1493
5393,9ae6bb38ecf99b2c2c0cb9e3145a0184,f1f9b1202b79f88192f9c25535704cae|b6202d80643f5962c76597b728731588|19d923d0ac218437b4ab308dd60a66ad|f2da5a185fd85ac2cbe502a1a4566748|7696c713516992af0b44ec19b3820674|b481173defca4dd9d997dbe6c660f4a0|22467b05bc34a0b84375c93e8c9d8f0a|3795293b6f8dc236a85ed10e394a893c|54f53bd7c66c51f42e515f1404ca64c1|b13725c23c77de73764a60e78dcd6440,473|576|716|999|1067,1491
5401,bcfa8dd6bdd3085ba07f1352031a02d0,a726ded57592e260be43ccfef99bfbea|9362d50517dfd41a33c9150c18b17523|9c0fb9a9fff8d9cbd0a0a89c0c927db7|5f3784c56c79c13d8e75796c5265531f|4e313692c7352d03b04feeabd4a4dd37|cdd66e9fb1be7a6e1a9d0c504f644fbf|53d1baa034d72c2d44be59cc09b4e68b|9f7ac5a01a5ae59e1930bd11f827ff4e|9e29b141b20880c9369c123cac022778|753c4de5e07571f23842a3991393cb68,350|635,1486
5402,38e448bd72ba0cfdf7d65e5672489b33,01c18b9c7fdbc7a28d77b7a2031dbfa4|7983a2c842163511f3a25b4be9e861c3|9362d50517dfd41a33c9150c18b17523|da1803ed2ad613ea6a73ff460c7f9818|9fc3f450cfd1614fa4ca40273695ad33|e058de3b045be1ff23e6f77ef09ccca0|297200e02089e0095570f5c9431c47a6|2d371b73b46eeae59777c8fb1ab5d9fb|5126c4b0c3029fd34e6e09dba8bae64f|8033d6b59d9f56cad22168cec69b2d7a,1062,1484
5403,084cd0bb874322fb35043364f51067b1,b8e713cafe5fc07e0ec3b972f011dfb6|763f4f6a25a1075553f9f9b0aa79254f|264680eb250cbbb581ce4533dd656377|10261497f6b08b22f0f1d97fcd5fca8c|5a746619ac9e67a431d374b4188b6724|a7966e1556e32ef71f42f3ec26a7b94b|aeaffe3f0406e0daab26673c7c1b5ccc|5c916c227abbf7ab268e9ebe22881c58|0d9e1fde5b1b5b1f29c9d5da46bd4375|e980e6e123626a3d22099369edd17ed0,354,1483
5404,7fd30618797aa276158f547caa0a72b8,854497ba1e79314042a557a30fded29f|81bd8ffc2dfd4d0e302c810c6bcfa2a7|eb49ceec0b62c11c64570957120a4eab|da1803ed2ad613ea6a73ff460c7f9818|3f14ef15d1c1bdb3b7f19cdbdd6ef903|1a47eff57713a67dce864fb7eb8a516b|1aa9f773012f7003c09434834b37c0c1|509abb8569d16407a150502c3535d452|7c2d69d10cd490778dbad24d29c5ced5|512f3249ad15a829d1af55a5dcb2e622,581,1482
5408,b9fd8a563f9b8f2a67e0295d3786479c,8c3c4cee6c0c679e070f6f771f108ea5|c2c77d884880e5355c7a0d79c270ff7c|a284cd1ba31bccfa47eba58e587d13ce|782b5b6f23085ae209c1ba6d96a8f86c|fef6b4f0da382512e9bc1277f033aaa2|bad1e923eae9a1c1503cd342ef2f16c3|7e9a2bf6206adf3db3535013f6d639f8|6d9b8a1307a371a94a930589e2b539a0|390d5a28be6e9188b4d186bb48a65e11|afd69831cb298b116863650d32133051,80|984,1483
5410,ef4100bbaf6a0042ce62099538cfe4ab,aa0a9422e207ac4c503cad8949a56e85|f1f9b1202b79f88192f9c25535704cae|a875a843b8b1405d6990be66b3083178|7121843f51960760a8f4f628658c2485|5c2331ff95e7e7ae6cc7034c56c3bbb6|2ed02268b1181ec735df4227e6e67568|fc9e66a50d8cdd35ad4eb5091ad52cab|05688b2f7b54cb2560293202973d0532|0651c645f369d68101b38fa7fcfaea2e|dfa6b3db062fd08968da23d38a7f3e51,957|1068,1481
5420,c58ac8338589579b070e665e30bb930e,e27d0b53ebc86006f7c2c832c9f0201c|be5293c0c9427ba31ac4e12505a80167|dd47d07d3f4565dd40b4cf0ae1c040f5|da1803ed2ad613ea6a73ff460c7f9818|9fc3f450cfd1614fa4ca40273695ad33|a47e64a88e38165e68bea982910cf4d3|9e60f64e7d2b42358bbcc962bd2e126e|8ea716920fef6eeb9d48be7cbd7dcd67|27eb7d3ae22895da05431483fbc1c82e|262b29831e3d026ba4a83bedf661a094,516|1371,1484
5430,3c8d9422b1d6b54322cdbbe8c7663d7b,7de261ce4c6bf0d688a1cf3d9646eb60|3309eedc173b3fe35146fa5aa69058a0|aa90de66fde1889bb1db2f68906097b8|80df44e8daac1e02d850006ae2a9f8d1|a711db149200bb459015c413caf11704|7696c713516992af0b44ec19b3820674|0fb98286e510c91eb4bd5fc1bad58ef3|cec5cae873c7f9742b5dea0a1aa6902c|21888671d542ecc3f4e13275de0bcda1|bdb967ff9c085f6afba07e13e9bf0599,85|535|681,1487
5431,9ae6bb38ecf99b2c2c0cb9e3145a0184,f1f9b1202b79f88192f9c25535704cae|b6202d80643f5962c76597b728731588|7696c713516992af0b44ec19b3820674|22467b05bc34a0b84375c93e8c9d8f0a|19d923d0ac218437b4ab308dd60a66ad|b481173defca4dd9d997dbe6c660f4a0|f2da5a185fd85ac2cbe502a1a4566748|3795293b6f8dc236a85ed10e394a893c|54f53bd7c66c51f42e515f1404ca64c1|b13725c23c77de73764a60e78dcd6440,565|722|958|1108,1486
5441,eb397bd9ec3df0c0f9c21767433efe4d,e5c2f958dac5417d29ab9014ed010aff|aee688c9e1d00c81bbf104d8579d6a8d|3db7e94c1602a98345fcbc9782b92711|e3c81350348a01af1de74907f51b7396|3c4078e778b4ced8deff5b9cba71b6e9|6f9bb5304741ad8ec564831f739d2c49|a258a49f9316580fe19cbd3595e99f8b|6d71af488f30a827d46921d58ea40ab2|1aea8d28c128f6b1216928b05430dc76|9e60f64e7d2b42358bbcc962bd2e126e,1202,1489
5442,fd24c9c82ed1a2e556731b63e3d188ae,740afd19504fff00a497504c6cfd22af|9016c16e49a5aa4034de26c6a42f890d|81bd8ffc2dfd4d0e302c810c6bcfa2a7|1fe16a9fbc594aa9c80295314852645e|fc9e66a50d8cdd35ad4eb5091ad52cab|da089a9ba023a44ee17915297226ddfe|63f2f997a335572ba0b2c173ed006861|ccf9bab6bd7aa481af90634d1c90ff83|3876b2d8f53f9da9f806a4983a911f5f|b85713438aa87030bd0fc8f2863af884,16|50|55|76|100|104|117|181|213|226|329|505|543|548|593|610|636|654|813|822|842|867|1233|1252,1488
5444,002dc725ee583da01a00c4031552064c,5c1aa068abc4d2a10ff7fcf176100e46|5f043becaf0c8c29f1f22daf48bb81fb|ea79391b43dc4ee08806f0036d10af6b|66cbc2a3b21a2d1769c219a0b26faa06|297200e02089e0095570f5c9431c47a6|da70fef62ad5bc2814797b2334f22811|c870fce876961ad82399c0770ee6fba7|3b008a324ecfece74e849907f6df5a99|b26d968224461f0306b2ca2a02f80aac|8967a11252a679d233f5ac2ac142e628,314|592|607|650|688|942|953|1229|1333|1432,1486
5454,002dc725ee583da01a00c4031552064c,481fed7656e2441401f9364e413ac3a3|5f043becaf0c8c29f1f22daf48bb81fb|1b9d36728bf5e13607e91a0fc211f176|f1f9b1202b79f88192f9c25535704cae|cd33486c32b6a56aa7160895725146e5|ef574d28091f43c35babef5979dbcb3d|663b69626b1b1c7c822085950ae06d4b|2dfffc790e236fc28d418b74abd6c70c|577bc896f6b8af11f47bf6b6927cd328|269ee9ab278e10e00abec9f5a98c47ca,68|201|265|1069|1100|1192|1269|1348|1453,1490
5462,a614f601fce384276b8f4b2d4192483f,ce2ebdda84e15e623a9252d6da58674b|2075d8360dc511ef73e0ea360cbbaf15|64f0903a0d061e65cbba96194dd4b1c9|e4ac536e11ce576315abe08654390f19|f8c2bf1cceac2f72685c740111580e99|066f853df8eed23d2837049c1090c80d|50787409cb80c4f368b61412cdca1888|01c18b9c7fdbc7a28d77b7a2031dbfa4|c275fabafd23e5ef48d2c9a472c7dc0d|3309eedc173b3fe35146fa5aa69058a0,77|294|644|932,1488
5470,041d68076973731019e45b845a6b5c02,ff5ad449f8550191d96ca0eac53a3706|2f16f1c29ce0b91e5de3495f1e3b289a|da1803ed2ad613ea6a73ff460c7f9818|54f53bd7c66c51f42e515f1404ca64c1|3cb5197675352f4904caa4b21a3b8c0e|064ecbfa55d37dac8d7528d2879358f7|0ffa2ea60a4e2032cbdb1d68a8ec8923|2075d8360dc511ef73e0ea360cbbaf15|53d1baa034d72c2d44be59cc09b4e68b|e27d0b53ebc86006f7c2c832c9f0201c,0,1494
5472,a8a4fcac9c144ce824941af21d5f5910,6abf60abe989158ab7dc9f0d15092ebe|2cf47fbdb6fd6d8f9f41b7319fc21849|26a0e00853b9e601d6527c3a3675314e|2fedb5b03af46bf47e2e697a9a818d83|de3329577b2525a3789ea0113c987d48|50c1acc525416d346c3f62172a333b1a|f0539bb6f38e1cb5c2af5e541544f5de|86a9b602a2124486de2fa1b76ed64343|884d8804a386616e8f924f354f501f93|d04f39104c97432ca524d81a712e6f3a,1324,1492
